Taxon,SLA,SLA units,SLAunits flag,LMA,LMA units,leaf area,wood density,maximum height,seed mass,seed volume,flowering duration,source,source notes
Canarium australasicum,,,,,,,,,678.88,,,AUSTRAITS_dataset_53,
Capparis arborea,,,,,,,,,,,dec/jan/feb,NSW flora online ,
Capparis arborea,,,,,,,0.762,,,,,AUSTRAITS_dataset_34,
Capparis arborea,,,,,,,,,50.98,,,Gallagher_field_workPHD,
Carex appressa,,,,,,,,,,,sep/oct/nov/dec/jan/feb,NSW flora online ,
Carex appressa,,,,,,,,1,,,,AUSTRAITS_dataset_26,
Carex appressa,,,,,,,,,0.83,,,AUSTRAITS_dataset_53,
Carex appressa,,,,,,,,1.5,,,,AUSTRAITS_dataset_57,
Carissa ovata,,,,,,,,,,,dec/jan/feb,NSW flora online ,
Carissa ovata,,,,,,,,,50.76,,,AUSTRAITS_dataset_6,SID
Castanospermum australe,,,,,,,,,,,sep/oct/nov,NSW flora online ,
Castanospermum australe,,,,,,,,,,21127.68,,AUSTRAITS_dataset_17,
Castanospermum australe,,,,,,,0.596,,,,,AUSTRAITS_dataset_34,
Castanospermum australe,,,,,,,0.65,,,,,AUSTRAITS_dataset_34,
Castanospermum australe,,,,,,,0.63,,,,,AUSTRAITS_dataset_34,
Castanospermum australe,,,,,,,,,,21127.68,,AUSTRAITS_dataset_4,
Casuarina cunninghamiana,,,,,,,,25,,,All year,AUSTRAITS_dataset_24,
Casuarina cunninghamiana,,,,,,,0.71,,,,,AUSTRAITS_dataset_34,
Casuarina cunninghamiana,,,,,,,0.615,,,,,AUSTRAITS_dataset_34,
Casuarina cunninghamiana,,,,,,,0.771,,,,,AUSTRAITS_dataset_34,
Casuarina cunninghamiana,,,,,,,,,1.57,,,AUSTRAITS_dataset_53,
Casuarina cunninghamiana,,,,,,,,20,,,,AUSTRAITS_dataset_56,
Casuarina littoralis,,,,,,,,12,,,,AUSTRAITS_dataset_26,
Cayratia clematidea,,,,,,,,,,,dec/jan/feb,NSW flora online ,
Cayratia clematidea,,,,,,,,,,,jan/feb,AUSTRAITS_dataset_24,
Cayratia clematidea,,,,,,,,2,,,,AUSTRAITS_dataset_26,
Cayratia clematidea,,,,,,,,,27.923,,,AUSTRAITS_dataset_6,average of the genus Cayratia from SID and coverted using logsm=0.905*log(average sm)+0.246
Cayratia clematidea,,,,,,,,,12.31,,,Gallagher_field_workPHD,
Cayratia clematidea,,,,,,,,,33.19,,,Gallagher_field_workPHD,
Cestrum nocturnum,,,,,,,,,,,sep/oct/nov/dec/jan/feb,NSW flora online ,
Cestrum nocturnum,,,,,,,,,3.236,,,AUSTRAITS_dataset_53,
Cinnamomum camphora,,,,,,,,,108,,,AUSTRAITS_dataset_53,
Cinnamomum oliveri,,,,,,,0.474,,,,,AUSTRAITS_dataset_34,
Cinnamomum oliveri,,,,,,,0.482,,,,,AUSTRAITS_dataset_34,
Cissus antarctica,,,,,,,,,,,dec/jan,AUSTRAITS_dataset_24,
Cissus antarctica,,,,,,,,,,,sep/oct/nov/dec/jan/feb/mar/apr/may,NSW flora online ,
Cissus antarctica,,,,,,,,,65.4,,,AUSTRAITS_dataset_53,
Cissus antarctica,,,,,,,,,65.4,,,AUSTRAITS_dataset_6,SID
Cissus antarctica,,,,,,,,,65.4,,,Gallagher_field_workPHD,
Cissus hypoglauca,,,,,,,,,,,nov/dec,AUSTRAITS_dataset_24,
Cissus hypoglauca,,,,,,,,,,,sep/oct/nov/dec/jan/feb,NSW flora online ,
Cissus hypoglauca,,,,,,,,,39.11,,,AUSTRAITS_dataset_53,
Cissus hypoglauca,,,,,,,,,39.11,,,AUSTRAITS_dataset_6,SID
Cissus hypoglauca,,,,,,,,,39.11,,,Gallagher_field_workPHD,
Citronella moorei,,,,,,,,,,,may/jun/jul/aug/sep,NSW flora online ,
Citronella moorei,,,,,,,0.585,,,,,AUSTRAITS_dataset_34,
Citronella moorei,,,,,,,0.581,,,,,AUSTRAITS_dataset_34,
Citronella moorei,,,,,,,0.581,,,,,AUSTRAITS_dataset_34,
Citronella moorei,,,,,,,0.581,,,,,AUSTRAITS_dataset_34,
Clematis aristata,,,,,,,,,,,oct/nov,AUSTRAITS_dataset_24,
Clematis aristata,,,,,,,,,,,sep/oct/nov/dec,NSW flora online ,
Clematis aristata,,,,,,,,3,,,,AUSTRAITS_dataset_26,
Clematis aristata,,,,,,,,,0.295,,,AUSTRAITS_dataset_53,
Clematis aristata,,,,,,,,,0.29,,,AUSTRAITS_dataset_6,SID
Clematis aristata,,,,,,,,,3.85,,,Gallagher_field_workPHD,
Clerodendrum floribundum,,,,,,,,,,,aug/sep/oct/nov/dec,NSW flora online ,
Clerodendrum floribundum,,,,,,,,,43.7,,,AUSTRAITS_dataset_25,
Commersonia bartramia,,,,,,,0.431,,,,,AUSTRAITS_dataset_34,
Commersonia bartramia,,,,,,,0.431,,,,,AUSTRAITS_dataset_34,
Commersonia bartramia,,,,,,,,,6,,,AUSTRAITS_dataset_53,
Commersonia bartramia,,,,,,,,,6,,,Gallagher_field_workPHD,
Cryptocarya glaucescens,,,,,,,,25,,,oct/nov,AUSTRAITS_dataset_24,
Cryptocarya glaucescens,,,,,,,,10,,,,AUSTRAITS_dataset_26,
Cryptocarya glaucescens,,,,,,,0.532,,,,,AUSTRAITS_dataset_34,
Cryptocarya glaucescens,,,,,,,0.551,,,,,AUSTRAITS_dataset_34,
Cryptocarya glaucescens,,,,,,,0.551,,,,,AUSTRAITS_dataset_34,
Cryptocarya glaucescens,,,,,,,0.564,,,,,AUSTRAITS_dataset_34,
Cryptocarya obovata,,,,,,,0.413,,,,,AUSTRAITS_dataset_34,
Cryptocarya obovata,,,,,,,0.527,,,,,AUSTRAITS_dataset_34,
Cryptocarya obovata,,,,,,,0.551,,,,,AUSTRAITS_dataset_34,
Cryptocarya triplinervis,,,,,,,0.65,,,,,AUSTRAITS_dataset_34,
Cryptocarya triplinervis,,,,,,,,,,346.361,,AUSTRAITS_dataset_4,
Cryptocarya triplinervis,,,,,,,,,281.281,,,AUSTRAITS_dataset_53,
Cryptocarya triplinervis,,,,,,,,,281.28,,,Gallagher_field_workPHD,
Cupaniopsis anacardioides,,,,,,,,,,,jun/jul/aug,NSW flora online ,
Cupaniopsis anacardioides,,,,,,,,,,,,AUSTRAITS_dataset_32,
Cupaniopsis anacardioides,,,,,,,0.835,,,,,AUSTRAITS_dataset_34,
Cupaniopsis anacardioides,,,,,,,,,178.63,,,AUSTRAITS_dataset_53,
Cupaniopsis anacardioides,,,,,,,,,199.03,,,Gallagher_field_workPHD,
Cupaniopsis anacardioides,,,,,,,,,,250.054,,AUSTRAITS_dataset_17,
Cupaniopsis anacardioides,,,,,,,,,,250.054,,AUSTRAITS_dataset_4,
Cyperus involucratus,,,,,,,,,0.055,,,AUSTRAITS_dataset_53,
Derris involuta,,,,,,,,,,,sep/oct/nov/dec/jan/feb,NSW flora online ,
Derris involuta,,,,,,,,,22.45,,,AUSTRAITS_dataset_6,SID
Dioscorea transversa,,,,,,,,,,,sep/oct/nov,NSW flora online ,
Dioscorea transversa,,,,,,,,,,,sep/oct,AUSTRAITS_dataset_24,
Dioscorea transversa,,,,,,,,,21.307,,,AUSTRAITS_dataset_6,average of the genus Dioscorea from SID and coverted using logsm=0.905*log(average sm)+0.242
Dioscorea transversa,,,,,,,,,21.31,,,Gallagher_field_workPHD,
Diospyros australis,,,,,,,,20,,,,AUSTRAITS_dataset_26,
Diospyros australis,,,,,,,0.633,,,,,AUSTRAITS_dataset_34,
Diospyros australis,,,,,,,,,224.62,,,Gallagher_field_workPHD,
Diospyros pentamera,,,,,,,0.603,,,,,AUSTRAITS_dataset_34,
Diospyros pentamera,,,,,,,0.633,,,,,AUSTRAITS_dataset_34,
Diospyros pentamera,,,,,,,,,46.04,,,Gallagher_field_workPHD,
Diploglottis australis,,,,,,,,,,,oct/nov/dec,NSW flora online ,
Diploglottis australis,,,,,,,0.577,,,,,AUSTRAITS_dataset_34,
Diploglottis australis,,,,,,,0.689,,,,,AUSTRAITS_dataset_34,
Diploglottis australis,,,,,,,0.689,,,,,AUSTRAITS_dataset_34,
Dissiliaria baloghioides,,,,,,,0.844,,,,,AUSTRAITS_dataset_34,
Dissiliaria baloghioides,,,,,,,0.842,,,,,AUSTRAITS_dataset_34,
Dissiliaria baloghioides,,,,,,,0.857,,,,,AUSTRAITS_dataset_34,
Drypetes deplanchei,,,,,,,0.788,,,,,AUSTRAITS_dataset_34,
Drypetes deplanchei,,,,,,,0.747,,,,,AUSTRAITS_dataset_34,
Drypetes deplanchei,,,,,,,0.788,,,,,AUSTRAITS_dataset_34,
Drypetes deplanchei,,,,,,,0.799,,,,,AUSTRAITS_dataset_34,
Drypetes deplanchei,,,,,,,0.788,,,,,AUSTRAITS_dataset_34,
Drypetes deplanchei,,,,,,,,,91.247,,,AUSTRAITS_dataset_53,
Drypetes deplanchei,,,,,,,,,91.24,,,Gallagher_field_workPHD,
Dysoxylum rufum,,,,,,,0.551,,,,,AUSTRAITS_dataset_34,
Dysoxylum rufum,,,,,,,0.551,,,,,AUSTRAITS_dataset_34,
Dysoxylum rufum,,,,,,,,,108.47,,,AUSTRAITS_dataset_53,
Dysoxylum rufum,,,,,,,,,108.47,,,Gallagher_field_workPHD,
Elaeagnus triflora,,,,,,,,,150,,,AUSTRAITS_dataset_53,
Elaeagnus triflora,,,,,,,,,150,,,Gallagher_field_workPHD,
Elaeocarpus grandis,,,,,,,,,,,mar/apr/may,NSW flora online ,
Elaeocarpus grandis,,,,,,,,,,45.877,,AUSTRAITS_dataset_17,
Elaeocarpus grandis,,,,,,,,,,45.877,,AUSTRAITS_dataset_4,
Elaeocarpus grandis,,,,,,,,,17.07,,,AUSTRAITS_dataset_53,
Elaeocarpus obovatus,,,,,,,,,,,sep/oct/nov,NSW flora online ,
Elaeocarpus obovatus,,,,,,,0.607,,,,,AUSTRAITS_dataset_34,
Elaeocarpus obovatus,,,,,,,,,86.234,,,AUSTRAITS_dataset_53,
Elaeocarpus obovatus,,,,,,,,,86.23,,,Gallagher_field_workPHD,
Elattostachys xylocarpa,,,,,,,0.663,,,,,AUSTRAITS_dataset_34,
Elattostachys xylocarpa,,,,,,,0.663,,,,,AUSTRAITS_dataset_34,
Embelia australiana,,,,,,,,,,,nov,NSW flora online ,
Embelia australiana,,,,,,,,,24.17,,,Gallagher_field_workPHD,
Embelia australiana,,,,,,,,,94.81,,,Gallagher_field_workPHD,
Endiandra discolor,,,,,,,0.558,,,,,AUSTRAITS_dataset_34,
Endiandra discolor,,,,,,,0.663,,,,,AUSTRAITS_dataset_34,
Endiandra discolor,,,,,,,,,250.42,,,Gallagher_field_workPHD,
Endiandra globosa,,,,,,,,,,56238.3,,AUSTRAITS_dataset_17,
Endiandra globosa,,,,,,,0.788,,,,,AUSTRAITS_dataset_34,
Endiandra globosa,,,,,,,,,,56238.3,,AUSTRAITS_dataset_4,
Endiandra pubens,,,,,,,0.65,,,,,AUSTRAITS_dataset_34,
Endiandra sieberi,,,,,,,,15,,,jun/jul/aug/sep/oct,AUSTRAITS_dataset_24,
Endiandra sieberi,,,,,,,0.62,,,,,AUSTRAITS_dataset_34,
Endiandra sieberi,,,,,,,,,1758.5,,,Gallagher_field_workPHD,
Eugenia uniflora,,,,,,,,,258.292,,,AUSTRAITS_dataset_53,
Eupomatia bennettii,,,,,,,,,,,sep/oct/nov,NSW flora online ,
Eupomatia laurina,,,,,,,,,,,dec/jan/feb,NSW flora online ,
Eupomatia laurina,,,,,,,,,,14.8,,AUSTRAITS_dataset_17,
Eupomatia laurina,,,,,,,,4,,,,AUSTRAITS_dataset_26,
Eupomatia laurina,,,,,,,0.544,,,,,AUSTRAITS_dataset_34,
Eupomatia laurina,,,,,,,,,,14.8,,AUSTRAITS_dataset_4,
Eupomatia laurina,,,,,,,,,18,,,Gallagher_field_workPHD,
Euroschinus falcatus,,,,,,,0.413,,,,,AUSTRAITS_dataset_34,
Euroschinus falcatus,,,,,,,0.413,,,,,AUSTRAITS_dataset_34,
Euroschinus falcatus,,,,,,,0.415,,,,,AUSTRAITS_dataset_34,
Euroschinus falcatus,,,,,,,,,7.62,,,Gallagher_field_workPHD,
Ficus coronata,,,,,,,,,,,,AUSTRAITS_dataset_24,
Ficus coronata,,,,,,,0.4,,,,,AUSTRAITS_dataset_34,
Ficus coronata,,,,,,,,,0.57,,,Gallagher_field_workPHD,
Ficus fraseri,,,,,,,0.401,,,,,AUSTRAITS_dataset_34,
Ficus fraseri,,,,,,,0.396,,,,,AUSTRAITS_dataset_34,
Ficus fraseri,,,,,,,0.396,,,,,AUSTRAITS_dataset_34,
Ficus fraseri,,,,,,,,,0.23,,,AUSTRAITS_dataset_53,
Ficus fraseri,,,,,,,,,0.23,,,Gallagher_field_workPHD,
Ficus obliqua,,,,,,,,40,,,,AUSTRAITS_dataset_24,
Ficus obliqua,,,,,,,0.495,,,,,AUSTRAITS_dataset_34,
Ficus obliqua,,,,,,,0.534,,,,,AUSTRAITS_dataset_34,
Ficus obliqua,,,,,,,0.534,,,,,AUSTRAITS_dataset_34,
Ficus obliqua,,,,,,,,,0.44,,,AUSTRAITS_dataset_53,
Ficus obliqua,,,,,,,,,0.44,,,Gallagher_field_workPHD,
Ficus opposita,,,,,,,,,0.9,,,AUSTRAITS_dataset_25,
Ficus opposita,,,,,,,,,0.845,,,AUSTRAITS_dataset_53,
Ficus racemosa,,,,,,,0.353,,,,,AUSTRAITS_dataset_34,
Ficus racemosa,,,,,,,0.413,,,,,AUSTRAITS_dataset_34,
Ficus racemosa,,,,,,,0.344,,,,,AUSTRAITS_dataset_34,
Ficus racemosa,,,,,,,,,0.13,,,AUSTRAITS_dataset_53,
Ficus virens,,,,,,,0.344,,,,,AUSTRAITS_dataset_34,
Ficus virens,,,,,,,,,0.25,,,AUSTRAITS_dataset_53,
Ficus watkinsiana,,,,,,,0.331,,,,,AUSTRAITS_dataset_34,
Ficus watkinsiana,,,,,,,0.449,,,,,AUSTRAITS_dataset_34,
Ficus watkinsiana,,,,,,,0.331,,,,,AUSTRAITS_dataset_34,
Ficus watkinsiana,,,,,,,0.35,,,,,AUSTRAITS_dataset_34,
Ficus watkinsiana,,,,,,,,,2.856,,,AUSTRAITS_dataset_53,
Ficus watkinsiana,,,,,,,,,1.1,,,Gallagher_field_workPHD,
Flagellaria indica,,,,,,,,,,,sep/oct/nov/dec/jan/feb/mar/apr/may,NSW flora online ,
Flagellaria indica,,,,,,,,,,20,,AUSTRAITS_dataset_17,
Flagellaria indica,,,,,,,,,,,,AUSTRAITS_dataset_32,
Flagellaria indica,,,,,,,,,,,,AUSTRAITS_dataset_32,
Flagellaria indica,,,,,,,,,,20,,AUSTRAITS_dataset_4,
Flagellaria indica,,,,,,,,,37.963,,,AUSTRAITS_dataset_53,
Flagellaria indica,,,,,,,,,42.73,,,AUSTRAITS_dataset_6,SID
Flagellaria indica,,,,,,,,,42.73,,,Gallagher_field_workPHD,
Flindersia schottiana,,,,,,,,,,,nov/dec,NSW flora online ,
Flindersia schottiana,,,,,,,0.596,,,,,AUSTRAITS_dataset_34,
Flindersia schottiana,,,,,,,0.602,,,,,AUSTRAITS_dataset_34,
Flindersia schottiana,,,,,,,0.571,,,,,AUSTRAITS_dataset_34,
Flindersia schottiana,,,,,,,0.574,,,,,AUSTRAITS_dataset_34,
Flindersia schottiana,,,,,,,0.581,,,,,AUSTRAITS_dataset_34,
Flindersia schottiana,,,,,,,0.581,,,,,AUSTRAITS_dataset_34,
Flindersia schottiana,,,,,,,0.581,,,,,AUSTRAITS_dataset_34,
Flindersia schottiana,,,,,,,0.59,,,,,AUSTRAITS_dataset_34,
Flindersia schottiana,,,,,,,,,70,,,AUSTRAITS_dataset_53,
Flindersia schottiana,,,,,,,,,70,,,Gallagher_field_workPHD,
Geitonoplesium cymosum,,,,,,,,,,,oct/nov/dec,AUSTRAITS_dataset_24,
Geitonoplesium cymosum,,,,,,,,,,,sep/oct/nov/dec/jan/feb,NSW flora online ,
Geitonoplesium cymosum,,,,,,,,3,,,,AUSTRAITS_dataset_26,
Geitonoplesium cymosum,,,,,,,,,15.32,,,AUSTRAITS_dataset_6,SID
Geitonoplesium cymosum,,,,,,,,,15.32,,,Gallagher_field_workPHD,
Glochidion ferdinandi,,,,,,,,6,,,Oct,AUSTRAITS_dataset_24,
Glochidion ferdinandi,,,,,,,,6,,,,AUSTRAITS_dataset_26,
Glochidion ferdinandi,,,,,,,,3.2,,,,AUSTRAITS_dataset_30,
Glochidion ferdinandi,,,,,,,,3.5,,,,AUSTRAITS_dataset_30,
Glochidion ferdinandi,,,,,,,,3.1,,,,AUSTRAITS_dataset_30,
Glochidion ferdinandi,,,,,,,,3,,,,AUSTRAITS_dataset_30,
Glochidion ferdinandi,,,,,,,,2.3,,,,AUSTRAITS_dataset_30,
Glochidion ferdinandi,,,,,,,,2.3,,,,AUSTRAITS_dataset_30,
Glochidion ferdinandi,,,,,,,0.579,,,,,AUSTRAITS_dataset_34,
Glochidion ferdinandi,,,,,,,0.607,,,,,AUSTRAITS_dataset_34,
Glochidion ferdinandi,,,,,,,,,7.7,,,AUSTRAITS_dataset_53,
Glochidion ferdinandi,,,,,,,,,,2.053,,AUSTRAITS_dataset_17,
Glochidion ferdinandi,,,,,,,,,2.02,,,Gallagher_field_workPHD,
Grevillea robusta,,,,,,,,,,,sep/oct/nov,NSW flora online ,
Grevillea robusta,,,,,,,,,,14.9,,AUSTRAITS_dataset_17,
Grevillea robusta,,,,,,,0.535,,,,,AUSTRAITS_dataset_34,
Grevillea robusta,,,,,,,0.51,,,,,AUSTRAITS_dataset_34,
Grevillea robusta,,,,,,,0.525,,,,,AUSTRAITS_dataset_34,
Grevillea robusta,,,,,,,0.536,,,,,AUSTRAITS_dataset_34,
Grevillea robusta,,,,,,,0.495,,,,,AUSTRAITS_dataset_34,
Grevillea robusta,,,,,,,0.534,,,,,AUSTRAITS_dataset_34,
Grevillea robusta,,,,,,,0.517,,,,,AUSTRAITS_dataset_34,
Grevillea robusta,,,,,,,0.554,,,,,AUSTRAITS_dataset_34,
Grevillea robusta,,,,,,,0.538,,,,,AUSTRAITS_dataset_34,
Grevillea robusta,,,,,,,0.554,,,,,AUSTRAITS_dataset_34,
Grevillea robusta,,,,,,,,,,14.9,,AUSTRAITS_dataset_4,
Grevillea robusta,,,,,,,,,20,,,AUSTRAITS_dataset_53,
Guioa semiglauca,,,,,,,,12,,,oct/nov,AUSTRAITS_dataset_24,
Guioa semiglauca,,,,,,,,,,,sep/oct/nov,NSW flora online ,
Guioa semiglauca,,,,,,,,1,,,,AUSTRAITS_dataset_26,
Guioa semiglauca,,,,,,,,,59.69,,,Gallagher_field_workPHD,
Helicia glabriflora,,,,,,,,,152.7,,,Gallagher_field_workPHD,
Heritiera trifoliolata,,,,,,,0.758,,,,,AUSTRAITS_dataset_34,
Heritiera trifoliolata,,,,,,,0.796,,,,,AUSTRAITS_dataset_34,
Heritiera trifoliolata,,,,,,,0.796,,,,,AUSTRAITS_dataset_34,
Heritiera trifoliolata,,,,,,,0.689,,,,,AUSTRAITS_dataset_34,
Heritiera trifoliolata,,,,,,,0.796,,,,,AUSTRAITS_dataset_34,
Heritiera trifoliolata,,,,,,,0.689,,,,,AUSTRAITS_dataset_34,
Heritiera trifoliolata,,,,,,,0.805,,,,,AUSTRAITS_dataset_34,
Heritiera trifoliolata,,,,,,,0.796,,,,,AUSTRAITS_dataset_34,
Heritiera trifoliolata,,,,,,,0.796,,,,,AUSTRAITS_dataset_34,
Heritiera trifoliolata,,,,,,,0.689,,,,,AUSTRAITS_dataset_34,
Heritiera trifoliolata,,,,,,,,,110,,,AUSTRAITS_dataset_53,
Hibiscus heterophyllus,,,,,,,,,12.552,,,AUSTRAITS_dataset_53,
Hicksbeachia pinnatifolia,,,,,,,,,,,jun/jul/aug,NSW flora online ,
Hippocratea barbata,,,,,,,,,,,dec/jan/feb,NSW flora online ,
Hippocratea barbata,,,,,,,,,41.5,,,AUSTRAITS_dataset_53,
Hippocratea barbata,,,,,,,,,41.5,,,AUSTRAITS_dataset_6,SID
Hippocratea barbata,,,,,,,,,41.5,,,Gallagher_field_workPHD,
Hodgkinsonia ovatiflora,,,,,,,,,,,nov/dec/jan,NSW flora online ,
Hymenosporum flavum,,,,,,,,4,,,oct/nov,AUSTRAITS_dataset_24,
Hymenosporum flavum,,,,,,,,,,,sep/oct/nov,NSW flora online ,
Hymenosporum flavum,,,,,,,,,,6.414,,AUSTRAITS_dataset_17,
Hymenosporum flavum,,,,,,,0.607,,,,,AUSTRAITS_dataset_34,
Hymenosporum flavum,,,,,,,,,,6.414,,AUSTRAITS_dataset_4,
Ipomoea cairica,,,,,,,,,,,jan/feb/mar,NSW flora online ,
Ipomoea cairica,,,,,,,,,24.851,,,AUSTRAITS_dataset_53,
Ixora beckleri,,,,,,,,,,,nov/dec/jan/feb,NSW flora online ,
Jacaranda mimosifolia,,,,,,,,,11.7,,,AUSTRAITS_dataset_53,
Jagera pseudorhus,,,,,,,,,,45.842,,AUSTRAITS_dataset_17,
Jagera pseudorhus,,,,,,,0.676,,,,,AUSTRAITS_dataset_34,
Jagera pseudorhus,,,,,,,0.676,,,,,AUSTRAITS_dataset_34,
Jagera pseudorhus,,,,,,,,,,45.842,,AUSTRAITS_dataset_4,
Jagera pseudorhus,,,,,,,,,36.15,,,AUSTRAITS_dataset_53,
Jagera pseudorhus,,,,,,,,,36.15,,,Gallagher_field_workPHD,
Lantana camara,,,,,,,,,,,jan/feb/mar,NSW flora online ,
Lantana camara,,,,,,,,3,,,,AUSTRAITS_dataset_26,
Lantana camara,,,,,,,,,15,,,AUSTRAITS_dataset_53,
Legnephora moorei,,,,,,,,,,,dec/jan/feb,NSW flora online ,
Legnephora moorei,,,,,,,,,20,,,AUSTRAITS_dataset_53,
Legnephora moorei,,,,,,,,,20,,,AUSTRAITS_dataset_6,SID
Legnephora moorei,,,,,,,,,20,,,Gallagher_field_workPHD,
Leucaena leucocephala,,,,,,,,,,,dec/jan/feb,NSW flora online ,
Leucaena leucocephala,,,,,,,,,48,,,AUSTRAITS_dataset_53,
Ligustrum lucidum,,,,,,,,,,,sep/oct/nov/dec/jan/feb,NSW flora online ,
Ligustrum lucidum,,,,,,,,3,,,,AUSTRAITS_dataset_26,
Ligustrum lucidum,,,,,,,,,31,,,AUSTRAITS_dataset_53,
Ligustrum sinense,,,,,,,,,,,jul/aug/sep/oct/nov,NSW flora online ,
Ligustrum sinense,,,,,,,,3,,,,AUSTRAITS_dataset_26,
Ligustrum sinense,,,,,,,,,17,,,AUSTRAITS_dataset_53,
Lomandra longifolia,,,,,,,,0.8,,,aug/sep/oct/nov/dec,AUSTRAITS_dataset_24,
Lomandra longifolia,,,,,,,,,,,sep/oct/nov,NSW flora online ,
Lomandra longifolia,,,,,,,,0.4,,,,AUSTRAITS_dataset_26,
Lophostemon confertus,,,,,,,,,,,oct/nov/dec,NSW flora online ,
Lophostemon confertus,,,,,,,,,,8.8,,AUSTRAITS_dataset_17,
Lophostemon confertus,,,,,,,0.73,,,,,AUSTRAITS_dataset_34,
Lophostemon confertus,,,,,,,0.724,,,,,AUSTRAITS_dataset_34,
Lophostemon confertus,,,,,,,0.762,,,,,AUSTRAITS_dataset_34,
Lophostemon confertus,,,,,,,0.758,,,,,AUSTRAITS_dataset_34,
Lophostemon confertus,,,,,,,0.758,,,,,AUSTRAITS_dataset_34,
Lophostemon confertus,,,,,,,,,,8.8,,AUSTRAITS_dataset_4,
Lophostemon confertus,,,,,,,,,4.08,,,AUSTRAITS_dataset_53,
Lophostemon suaveolens,,,,,,,,,,,oct/nov/dec,NSW flora online ,
Lophostemon suaveolens,,,,,,,0.691,,,,,AUSTRAITS_dataset_34,
Lophostemon suaveolens,,,,,,,0.551,,,,,AUSTRAITS_dataset_34,
Lophostemon suaveolens,,,,,,,0.704,,,,,AUSTRAITS_dataset_34,
Lophostemon suaveolens,,,,,,,0.758,,,,,AUSTRAITS_dataset_34,
Lophostemon suaveolens,,,,,,,0.758,,,,,AUSTRAITS_dataset_34,
Lophostemon suaveolens,,,,,,,0.6,,,,,AUSTRAITS_dataset_34,
Lophostemon suaveolens,,,,,,,,,0.46,,,AUSTRAITS_dataset_53,
Macadamia tetraphylla,,,,,,,,,,,aug/sep/oct,NSW flora online ,
Maclura cochinchinensis,,,,,,,,,9,,,AUSTRAITS_dataset_53,
Maclura cochinchinensis,,,,,,,,,9,,,AUSTRAITS_dataset_6,SID
Maclura cochinchinensis,,,,,,,,,9,,,Gallagher_field_workPHD,
Mallotus claoxyloides,,,,,,,,,,80.172,,AUSTRAITS_dataset_17,
Mallotus discolor,,,,,,,0.633,,,,,AUSTRAITS_dataset_34,
Mallotus philippensis,,,,,,,,,,20.212,,AUSTRAITS_dataset_17,
Mallotus philippensis,,,,,,,0.65,,,,,AUSTRAITS_dataset_34,
Mallotus philippensis,,,,,,,0.56,,,,,AUSTRAITS_dataset_34,
Mallotus philippensis,,,,,,,,,,20.212,,AUSTRAITS_dataset_4,
Mallotus philippensis,,,,,,,,,26.9,,,AUSTRAITS_dataset_53,
Marsdenia rostrata,,,,,,,,,,,sep/oct/nov/dec/jan/feb,NSW flora online ,
Marsdenia rostrata,,,,,,,,,77.35,,,Gallagher_field_workPHD,
Medicosma cunninghamii,,,,,,,,,,,jan/feb/mar/apr/may/sep/oct/nov/dec,NSW flora online ,
Melaleuca bracteata,,,,,,,,,,,sep/oct/nov,NSW flora online ,
Melaleuca bracteata,,,,,,,,,,0.033,,AUSTRAITS_dataset_17,
Melaleuca bracteata,,,,,,,0.87,,,,,AUSTRAITS_dataset_34,
Melaleuca bracteata,,,,,,,,,,0.033,,AUSTRAITS_dataset_4,
Melaleuca bracteata,,,,,,,,,0.05,,,AUSTRAITS_dataset_53,
Melaleuca quinquenervia,,,,,,,,8,,,feb/mar/apr/may,AUSTRAITS_dataset_24,
Melaleuca quinquenervia,,,,,,,,,,,mar/apr/may/jun/jul/aug,NSW flora online ,
Melaleuca quinquenervia,,,,,,,,,,0.047,,AUSTRAITS_dataset_17,
Melaleuca quinquenervia,,,,,,,0.689,,,,,AUSTRAITS_dataset_34,
Melaleuca quinquenervia,,,,,,,0.57,,,,,AUSTRAITS_dataset_34,
Melaleuca quinquenervia,,,,,,,,,,0.047,,AUSTRAITS_dataset_4,
Melaleuca quinquenervia,,,,,,,,,0.22,,,AUSTRAITS_dataset_53,
Melia azedarach,,,,,,,,10,,,oct/nov/dec,AUSTRAITS_dataset_24,
Melia azedarach,,,,,,,,,,,sep/oct/nov,NSW flora online ,
Melia azedarach,,,,,,,,,,24.6,,AUSTRAITS_dataset_17,
Melia azedarach,,,,,,,0.383,,,,,AUSTRAITS_dataset_34,
Melia azedarach,,,,,,,0.4,,,,,AUSTRAITS_dataset_34,
Melia azedarach,,,,,,,,,,24.6,,AUSTRAITS_dataset_4,
Melia azedarach,,,,,,,,,412,,,AUSTRAITS_dataset_53,
Melodinus australis,,,,,,,,,,,dec/jan/feb/mar/apr/may,NSW flora online ,
Melodinus australis,,,,,,,,,65,,,AUSTRAITS_dataset_53,
Melodinus australis,,,,,,,,,65,,,AUSTRAITS_dataset_6,SID
Melodinus australis,,,,,,,,,65,,,Gallagher_field_workPHD,
Melodorum leichhardtii,,,,,,,,,165.32,,,AUSTRAITS_dataset_53,
Melodorum leichhardtii,,,,,,,,,165.32,,,AUSTRAITS_dataset_6,SID
Melodorum leichhardtii,,,,,,,,,165.32,,,Gallagher_field_workPHD,
Micromelum minutum,,,,,,,,,,,sep/oct/nov/dec/jan/feb/mar/apr/may,NSW flora online ,
Micromelum minutum,,,,,,,,,22,,,AUSTRAITS_dataset_53,
