"","Taxon","SLA","source"
"1269","Glochidion ferdinandi",17.0328734457503,"Gallagher_field_workPHD"
"1270","Glochidion ferdinandi",15.3798831128883,"Gallagher_field_workPHD"
"1271","Glochidion ferdinandi",10.2564102564103,"Gallagher_field_workPHD"
"1273","Glochidion ferdinandi",14.894,"AUSTRAITS_dataset_32"
"1274","Glochidion ferdinandi",11.923,"AUSTRAITS_dataset_52"
"1290","Glochidion ferdinandi",12.84275212,"J. Lawson"
"1294","Glochidion ferdinandi",26.35716385,"C. James SEQLD field data"
"1297","Grevillea robusta",9.779,"AUSTRAITS_dataset_32"
"1312","Grevillea robusta",5.02,"C.K. Ong, C.R. Black, J.S. Wallace,  A.A.H. Khan,  J.E. Lott, N.A. Jackson, S.B. Howard, D.M. Smith. 2000. Productivity, microclimate and water use in Grevillea robusta-based agroforescan't find systems on hillslopes in semi-arid Kenya. Agriculture, Ecosystems & Environment  80,  121–141"
"1316","Grevillea robusta",11.48579689,"C. James SEQLD field data"
"1317","Grevillea robusta",10.54066454,"C. James SEQLD field data"
"1318","Grevillea robusta",14.47907036,"C. James SEQLD field data"
"1319","Grevillea robusta",12.32354931,"C. James SEQLD field data"
"1367","Hippocratea barbata",38.669,"AUSTRAITS_dataset_8"
"1375","Hippocratea barbata",14.5369966564908,"Gallagher_field_workPHD"
"1496","Lomandra longifolia",1.656,"AUSTRAITS_dataset_8"
"1497","Lomandra longifolia",3.377,"AUSTRAITS_dataset_8"
"1500","Lomandra longifolia",2.477,"AUSTRAITS_dataset_8"
"1501","Lomandra longifolia",6.431,"AUSTRAITS_dataset_8"
"1503","Lomandra longifolia",1.824,"AUSTRAITS_dataset_8"
"1505","Lomandra longifolia",5.56,"AUSTRAITS_dataset_10"
"1509","Lomandra longifolia",7.007,"AUSTRAITS_dataset_8"
"1511","Lomandra longifolia",4.1991,"AUSTRAITS_dataset_32"
"1512","Lomandra longifolia",5.3576,"AUSTRAITS_dataset_32"
"1522","Lomandra longifolia",12.89337361,"J. Lawson"
"2747","Lomandra sp",1.656,"AUSTRAITS_dataset_8"
"2748","Lomandra sp",3.377,"AUSTRAITS_dataset_8"
"2751","Lomandra sp",2.477,"AUSTRAITS_dataset_8"
"2752","Lomandra sp",6.431,"AUSTRAITS_dataset_8"
"2754","Lomandra sp",1.824,"AUSTRAITS_dataset_8"
"2756","Lomandra sp",5.56,"AUSTRAITS_dataset_10"
"2760","Lomandra sp",7.007,"AUSTRAITS_dataset_8"
"2762","Lomandra sp",4.1991,"AUSTRAITS_dataset_32"
"2763","Lomandra sp",5.3576,"AUSTRAITS_dataset_32"
"2773","Lomandra sp",12.89337361,"J. Lawson"
"1539","Lophostemon suaveolens",7.30460189919649,"AUSTRAITS_dataset_61"
"1541","Lophostemon suaveolens",5.82784544553878,"AUSTRAITS_dataset_39"
"1543","Lophostemon suaveolens",16.1812297734628,"AUSTRAITS_dataset_43"
"1546","Lophostemon suaveolens",10.493,"AUSTRAITS_dataset_52"
"1555","Lophostemon suaveolens",7.299270073,"from raw data in  Prentice CI, Dong N, Gleason SM, Maire W, Wright IJ. 2013. Balancing the costs of carbon gain and water transport: testing a new theoretical framework for plant functional ecology. Ecology Letters, published online
"
"1621","Marsdenia rostrata",30.796,"AUSTRAITS_dataset_8"
"1630","Marsdenia rostrata",34.6860908775581,"Gallagher_field_workPHD"
"1631","Marsdenia rostrata",25.5427841634738,"Gallagher_field_workPHD"
"1632","Marsdenia rostrata",24.1196333815726,"Gallagher_field_workPHD"
"1633","Marsdenia rostrata",22.5275963054742,"Gallagher_field_workPHD"
"1634","Marsdenia rostrata",17.1909919202338,"Gallagher_field_workPHD"
"1635","Marsdenia rostrata",11.0345,"AUSTRAITS_dataset_32"
"1816","Myrsine variabilis",17.9565451607111,"Gallagher_field_workPHD"
"1817","Myrsine variabilis",12.4626121635095,"Gallagher_field_workPHD"
"1818","Myrsine variabilis",9.26612305411416,"Gallagher_field_workPHD"
"1819","Myrsine variabilis",8.76731544800982,"Gallagher_field_workPHD"
"1823","Myrsine variabilis",10.0098011,"J. Lawson"
"1862","Notelaea longifolia",5.8369,"AUSTRAITS_dataset_12"
"1869","Notelaea longifolia",5.5764,"AUSTRAITS_dataset_12"
"1871","Notelaea longifolia",23.6630383341221,"Gallagher_field_workPHD"
"1872","Notelaea longifolia",10.9301563012351,"Gallagher_field_workPHD"
"1873","Notelaea longifolia",10.1936799184506,"Gallagher_field_workPHD"
"1874","Notelaea longifolia",10.0371374084111,"Gallagher_field_workPHD"
"1875","Notelaea longifolia",8.2815734989648,"Gallagher_field_workPHD"
"1876","Notelaea longifolia",7.27696114102751,"Gallagher_field_workPHD"
"1877","Notelaea longifolia",6.19195046439628,"Gallagher_field_workPHD"
"1883","Notelaea longifolia",8.496776279,"J. Lawson"
"1888","Notelaea microcarpa",5.057,"AUSTRAITS_dataset_8"
"1892","Notelaea microcarpa",8.173,"AUSTRAITS_dataset_8"
"1923","Pandorea pandorana",24.308,"AUSTRAITS_dataset_8"
"1925","Pandorea pandorana",29.051,"AUSTRAITS_dataset_8"
"1938","Pandorea pandorana",41.995,"AUSTRAITS_dataset_8"
"1941","Pandorea pandorana",18.587,"AUSTRAITS_dataset_8"
"1947","Pandorea pandorana",28.62,"AUSTRAITS_dataset_10"
"1951","Pandorea pandorana",27.3747604708459,"Gallagher_field_workPHD"
"1952","Pandorea pandorana",10.1061141990905,"Gallagher_field_workPHD"
"1953","Pandorea pandorana",28.485,"Gallagher_field_workPHD"
"1960","Pandorea pandorana",34.62922997,"J. Lawson"
"1979","Parsonsia straminea",37.305,"AUSTRAITS_dataset_8"
"1982","Parsonsia straminea",29.981,"AUSTRAITS_dataset_52"
"1985","Parsonsia straminea",26.87,"AUSTRAITS_dataset_10"
"2001","Parsonsia straminea",12.204,"AUSTRAITS_dataset_8"
"2005","Parsonsia straminea",20.5888408482602,"Gallagher_field_workPHD"
"2006","Parsonsia straminea",13.8888888888889,"Gallagher_field_workPHD"
"2007","Parsonsia straminea",11.6754232340922,"Gallagher_field_workPHD"
"2008","Parsonsia straminea",26.497,"Gallagher_field_workPHD"
"2196","Pteridium esculentum",8.27,"AUSTRAITS_dataset_8"
"2197","Pteridium esculentum",10.795,"AUSTRAITS_dataset_8"
"2199","Pteridium esculentum",9.45,"AUSTRAITS_dataset_3"
"2200","Pteridium esculentum",8.968,"AUSTRAITS_dataset_32"
"2201","Pteridium esculentum",17.9865,"AUSTRAITS_dataset_32"
"2202","Pteridium esculentum",6.091,"AUSTRAITS_dataset_52"
"2208","Pteridium esculentum",9.636298999,"J. Lawson"
"2235","Rhodomyrtus psidioides",16.8976005407232,"Gallagher_field_workPHD"
"2236","Rhodomyrtus psidioides",9.35016362786349,"Gallagher_field_workPHD"
"2267","Rubus rosifolius",16.433,"AUSTRAITS_dataset_8"
"2271","Rubus rosifolius",31.486,"AUSTRAITS_dataset_8"
"2274","Rubus rosifolius",23.959,"Gallagher_field_workPHD"
"2456","Synoum glandulosum",12.4,"AUSTRAITS_dataset_3"
"2457","Synoum glandulosum",10.5944,"AUSTRAITS_dataset_12"
"2458","Synoum glandulosum",13.7132,"AUSTRAITS_dataset_12"
"2459","Synoum glandulosum",9.0769,"AUSTRAITS_dataset_12"
"2461","Synoum glandulosum",10.431,"AUSTRAITS_dataset_8"
"2466","Synoum glandulosum",7.968,"AUSTRAITS_dataset_28"
"2467","Synoum glandulosum",1.0855,"AUSTRAITS_dataset_13"
"2470","Synoum glandulosum",12.059,"AUSTRAITS_dataset_8"
"2473","Synoum glandulosum",14.137,"AUSTRAITS_dataset_8"
"2477","Synoum glandulosum",10.107,"AUSTRAITS_dataset_52"
"2481","Synoum glandulosum",10.619,"AUSTRAITS_dataset_28"
"2482","Synoum glandulosum",14.157,"AUSTRAITS_dataset_52"
"2485","Synoum glandulosum",14.663,"AUSTRAITS_dataset_8"
"2488","Synoum glandulosum",8.739,"AUSTRAITS_dataset_28"
"2494","Synoum glandulosum",23.4796900680911,"Gallagher_field_workPHD"
"2495","Synoum glandulosum",18.5597624350408,"Gallagher_field_workPHD"
"2496","Synoum glandulosum",16.914749661705,"Gallagher_field_workPHD"
"2497","Synoum glandulosum",11.0107905747633,"Gallagher_field_workPHD"
"2498","Synoum glandulosum",9.3196,"AUSTRAITS_dataset_20"
"2499","Synoum glandulosum",10.855,"AUSTRAITS_dataset_52"
"2501","Synoum glandulosum",13.1,"AUSTRAITS_dataset_10"
"2513","Synoum glandulosum",19.31673517,"C. James SEQLD field data"
"2624","Trema tomentosa",16.9376693766938,"AUSTRAITS_dataset_39"
"2626","Trema tomentosa",17.7967609894999,"Gallagher_field_workPHD"
"2632","Trema tomentosa",47.89616722,"J. Lawson"
