"","Acacia.bakeri","Acacia.fimbriata","Acmena.smithii","Acronychia.oblongifolia","Ailanthus.triphysa","Alangium.villosum","Alectryon.tomentosus","Alphitonia.excelsa","Alyxia.ruscifolia","Aphananthe.philippinensis","Archirhodomyrtus.beckleri","Archontophoenix.spp","Argyrodendron.trifoliolatum","Aristolochia.elegans","Arytera.distylis","Arytera.divaricata","Atalaya.salicifolia","Auranticarpa.rhombifolia","Backhousia.myrtifolia","Beilschmiedia.obtusifolia","Breynia.oblongifolia","Bursaria.incana","Calamus.muelleri","Callerya.megasperma","Callistemon.salignus","Callistemon.viminalis","Canarium.australasicum","Capparis.arborea","Cardiospermum.grandiflorum","Carex.appressa","Carex.spp","Carissa.ovata","Carronia.multisepalea","Castanospermum.australe","Casuarina.cunninghamiana","Cayratia.clematidea","Celtis.sinensis","Cinnamomum.camphora","Cinnamomum.oliveri","Cissus.antarctica","Cissus.hypoglauca","Citronella.moorei","Cleistanthus.cunninghamii","Clematis.aristata","Clerodendrum.floribundum","Commersonia.bartramia","Cryptocarya.bidwillii","Cryptocarya.glaucescens","Cryptocarya.laevigata","Cryptocarya.obovata","Cryptocarya.triplinervis","Cupaniopsis.anacardioides","Cyperus.involucratus","Cyperus.spp","Daphnandra.tenuipes","Derris.involuta","Desmodium.spp","Dioscorea.transversa","Diospyros.australis","Diospyros.ellipticifolia","Diospyros.fasciculosa","Diospyros.pentamera","Diploglottis.australis","Drypetes.deplanchei","Dysoxylum.rufum","Elaeocarpus.grandis","Elaeocarpus.obovatus","Elattostachys.nervosa","Elattostachys.xylocarpa","Embelia.australiana","Endiandra.discolor","Endiandra.globosa","Endiandra.pubens","Endiandra.sieberi","Eugenia.uniflora","Eupomatia.laurina","Euroschinus.falcatus","Ficus.coronata","Ficus.fraseri","Ficus.obliqua","Ficus.opposita","Ficus.racemosa","Ficus.virens","Ficus.watkinsiana","Flagellaria.indica","Flindersia.schottiana","Geitonoplesium.cymosum","Glochidion.ferdinandi","Grevillea.robusta","Guioa.semiglauca","Helicia.glabriflora","Hippocratea.barbata","Hodgkinsonia.ovatiflora","Hymenosporum.flavum","Ixora.beckleri","Jagera.pseudorhus","Lantana.camara","Legnephora.moorei","Leucaena.leucocephala","Ligustrum.lucidum","Ligustrum.sinense","Lomandra.hystrix","Lomandra.longifolia","Lomandra.sp","Lophostemon.confertus","Lophostemon.suaveolens","Macadamia.tetraphylla","Macfadyena.unguiscati","Maclura.cochinchinensis","Mallotus.claoxyloides","Mallotus.philippensis","Marsdenia.rostrata","Melaleuca.bracteata","Melaleuca.quinquenervia","Melaleuca.spp","Melia.azedarach","Micromelum.minutum","Mischocarpus.pyriformis","Morinda.jasminoides","Myrsine.variabilis","Neolitsea.dealbata","Notelaea.longifolia","Notelaea.microcarpa","Ochna.serrulata","Olea.paniculata","Pandorea.pandorana","Pararchidendron.pruinosum","Parsonsia.straminea","Passiflora.edulis","Pavetta.australiensis","Pittosporum.multiflorum","Pittosporum.undulatum","Planchonella.australis","Polyscias.elegans","Pothos.longipes","Pseudoweinmannia.lachnocarpa","Psychotria.daphnoides","Psychotria.loniceroides","Pteridium.esculentum","Rhodamnia.argentea","Rhodamnia.rubescens","Rhodomyrtus.psidioides","Rhodosphaera.rhodanthema","Ricinus.communis","Ripogonum.spp","Rubus.moluccanus","Rubus.rosifolius","Sarcopteryx.stipata","Schefflera.actinophylla","Schoenoplectus.validus","Senna.pendula","Senna.septemtrionalis","Sloanea.australis","Sloanea.woollsii","Smilax.australis","Solanum.mauritianum","Stephania.japonica","Sterculia.quadrifida","Streblus.brunonianus","Synoum.glandulosum","Syzygium.australe","Syzygium.floribundum","Syzygium.luehmannii","Syzygium.oleosum","Tabernaemontana.pandacaqui","Tecoma.capensis","Tecoma.stans","Toechima.tenax","Toona.ciliata","Trema.tomentosa","Tristaniopsis.laurina","Trophis.scandens","Wikstroemia.indica","Wilkiea.huegeliana"
"12",0,0,0,0,0,0,0,0,0,0,0,40,162,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,3351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0,0,114,22,0,0,0,0,0,0,78,0,0,0,60,0,0,0,0,0,0,0,0,0,13,42,0,0,0,0,31,229,854,0,901,0,0,0,0,0,0,38,40,0,0,751,0,0,0,0,0,3,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,827,0,0,0,0,1443,0,0,0,0,0,0,0,0,0,0,153,0,23,0,768,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0
"13",0,0,0,0,0,0,0,0,0,857,0,0,0,0,0,0,0,0,0,122,0,0,0,21,0,1351,0,0,0,0,0,0,0,5466,234,0,272,458,0,0,0,0,0,0,0,32,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725,0,12,0,0,0,0,4303,0,0,0,0,0,0,0,0,0,28,0,24,0,0,0,0,0,0,1915,0,23,1231,0,4090,1074,0,0,0,0,7077,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,34,0,0,0,0,340,0,0,82,0,3517,0,0,0,0,0,0,0,0,0,0,0,1729,0,0,0,134,0,0,0,0,0,0,0,0
"14",0,0,0,96,0,0,0,0,0,0,24,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,440,523,0,711,0,0,0,0,0,0,0,0,0,0,0,0,382,0,0,156,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1763,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,5,0,0,0,0,0,0,23,0,0,0,829,0,0,0,554,1362,177,0,0,11,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,222,0,0,0,45,0,0,0,0,0,0,7,0,0,0,688,0,0,0,0,0,0,0,0,27,0,244,216,0,0,0,0,0,0,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0
"15",0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,7,0,0,0,0,0,0,79,21,0,0,0,0,44,0,743,0,0,646,441,138,303,0,0,0,0,0,0,0,0,0,0,0,29,511,0,0,0,0,0,0,0,0,0,24,0,10,0,0,0,0,39,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,307,827,0,250,0,0,0,0,0,0,0,0,881,0,467,5858,0,0,0,362,0,2866,395,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,5029,31,0,0,0,0,0,0,311,0,0,185,0,0,0,0,0,0,132,0,0,117,0,2542,0,0,0,0,0,42,0,0,0,0,0,0
"16",0,0,0,0,0,0,0,0,0,430,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953,0,1217,82,0,0,0,39,0,0,0,0,272,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,49,2737,0,0,0,0,14,0,0,0,1342,0,0,27,0,0,0,0,0,0,882,0,472,6,0,0,705,0,0,0,0,0,0,0,11,0,27,0,0,0,0,0,16,0,87,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,28,284,0,0,0,0,0,0,186,0,0,0,0,1397,0,0,0,0,40,0,21,0,0,166,0,0
"17",4,0,0,0,0,0,0,60,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,420,0,0,725,594,0,0,649,0,0,0,0,0,0,0,0,0,0,300,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,32,0,0,1644,0,519,626,0,0,0,0,0,2170,559,0,0,58,0,0,63,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,73,0,0,0,59,412,2,0,0,0,0,400,0,0,0,0,394,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,25
"18",0,0,0,0,0,0,0,0,0,458,762,638,257,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,1414,0,0,2986,0,0,0,0,0,0,0,0,0,0,13,0,0,160,0,0,99,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691,0,0,16,0,0,0,12,0,0,0,0,45,54,0,0,0,0,0,0,0,641,0,0,0,0,403,449,0,0,0,0,2644,0,0,591,0,0,0,0,0,0,0,0,582,146,0,5,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1188,0,0,14,0,394,641,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,52,0,0,285,445,0,0
"19",0,0,0,0,0,0,0,191,0,2578,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,756,0,0,0,0,0,0,1409,0,0,0,3403,52,0,0,0,0,0,0,0,0,0,12,0,0,481,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,202,130,0,1199,0,20,0,0,0,0,0,0,948,0,0,363,0,0,1,94,0,168,0,0,0,0,365,0,254,146,0,0,12,494,0,0,245,0,163,0,0,0,0,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,1115,0,0,0,0,0,0,0,0,0,0,2122,0,48,0,0,0,461,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",0,0,0,96,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,123,0,0,0,0,19,948,39,0,0,0,0,0,0,0,0,0,0,0,353,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,383,0,0,54,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,0,0,314,0,0,0,274,0,0,0,0,0,0,0,0,0,326,0,141,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0
"21",0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,825,127,0,62,0,0,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,592,0,256,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,85,79,0,0
"22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,61,0,684,0,0,2223,0,0,2260,321,0,0,0,0,0,0,0,10,0,150,0,0,4060,0,0,0,83,0,443,0,0,0,26,0,0,0,0,0,0,0,0,0,1045,0,0,0,224,516,19,7727,0,0,0,0,0,42,0,0,0,596,0,0,0,0,0,0,0,0,0,396,18,0,0,0,0,0,0,0,0,282,0,0,908,0,0,0,0,4,0,0,444,0,0,0,0,104,0,0,0,0,0,372,0,0,0,3,0,0,0,49,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,667,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,32,0,332,0,252,0,0,2263,0,0,2723,46,0,573,0,0,0,0,0,0,0,13,0,172,1720,0,0,167,0,289,0,0,0,0,0,0,0,206,0,0,0,0,0,270,263,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,271,0,0,131,0,0,0,0,0,24,0,0,0,0,0,8425,786,964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,15,0,655,0,0,0,0,0,0,0,0,0,0,1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384
"24",0,0,0,79,13,0,0,199,0,402,0,0,65,0,0,0,0,0,0,0,0,0,0,0,13,0,0,32,0,0,0,0,0,1906,0,0,681,0,0,0,0,0,86,0,0,0,0,0,0,506,0,0,0,563,0,81,0,0,0,0,0,0,0,47,27,0,0,0,0,0,0,0,0,0,0,0,0,4125,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,572,23,245,0,0,59,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,912,0,0,0,0,0,0,119,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,56,117,0,181,0,0,0,0,0,321,35,0,0,102,0,896,0,0,0,0,0,0,0,0,0,0,0,284,325,0,213
"25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,1159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,19,25,0,0,0,0,0,0,0,0,0,1,76,0,0,0,0,0,0,0,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,241,0,0,0,0,0,0,225,54,0,9,0,1,574,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,52,0,0,111,0,0,0,0,0,665,119,0,1491,0,0,0,0,0,0,0,0,0,413,0,0
"26",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,70,0,1,0,0,183,0,0,0,0,246,0,0,0,0,0,4,0,1106,567,0,2776,0,14,0,0,0,0,0,0,0,0,0,0,0,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,521,0,0,0,0,0,0,0,28,0,13,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,26,1931,419,0,0,170,0,0,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2889,251,0,0,0,514,0,0,0,84,0,0,978,32,0,0,2,0,0,0,0,117,0,0,418
"27",0,0,0,0,0,0,0,0,0,0,0,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,0,0,0,0,0,442,0,26,0,0,0,0,19,0,0,41,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,145,0,0,0,0,0,0,0,0,0,0,0,0,311,0,0,0,0,0,0,0,73,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",0,0,0,3,0,0,0,81,0,206,0,65,0,0,0,0,0,0,0,0,0,0,453,0,0,0,0,0,135,0,107,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,1126,0,0,0,0,0,0,0,0,29,0,132,72,0,0,0,0,0,97,0,0,0,0,4,0,0,0,5052,0,0,0,0,0,0,0,0,736,0,132,540,0,0,0,0,0,0,528,0,0,0,14,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,928,0,0,0,0,0,207,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,303,0,0,0,403,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0
