"","Taxon","SLA","source"
"787","Diospyros australis",6.71,"AUSTRAITS_dataset_10"
"789","Diospyros australis",6.065,"AUSTRAITS_dataset_52"
"793","Diospyros australis",7.395,"AUSTRAITS_dataset_8"
"796","Diospyros australis",6.576,"AUSTRAITS_dataset_8"
"801","Diospyros australis",8.291,"AUSTRAITS_dataset_52"
"804","Diospyros australis",7.82227784730914,"Gallagher_field_workPHD"
"805","Diospyros australis",7.36756796581449,"Gallagher_field_workPHD"
"806","Diospyros australis",7.23327305605787,"Gallagher_field_workPHD"
"807","Diospyros australis",6.17283950617284,"AUSTRAITS_dataset_32"
"826","Diospyros pentamera",9.47059380623165,"Gallagher_field_workPHD"
"827","Diospyros pentamera",8.45880561664693,"Gallagher_field_workPHD"
"828","Diospyros pentamera",8.40477391158178,"Gallagher_field_workPHD"
"829","Diospyros pentamera",7.06065099202146,"Gallagher_field_workPHD"
"860","Drypetes deplanchei",12.0148984741079,"Gallagher_field_workPHD"
"861","Drypetes deplanchei",10.3852944230969,"Gallagher_field_workPHD"
"862","Drypetes deplanchei",9.44733112895607,"Gallagher_field_workPHD"
"863","Drypetes deplanchei",9.38174312787316,"Gallagher_field_workPHD"
"876","Dysoxylum rufum",24.5459008345606,"Gallagher_field_workPHD"
"893","Elaeocarpus grandis",8.19672131147541,"AUSTRAITS_dataset_32"
"894","Elaeocarpus grandis",19.6078,"AUSTRAITS_dataset_32"
"904","Elaeocarpus obovatus",13.1319763624425,"Gallagher_field_workPHD"
"905","Elaeocarpus obovatus",8.55139387720198,"Gallagher_field_workPHD"
"916","Elattostachys nervosa",17.63055773,"C. James SEQLD field data"
"940","Embelia australiana",13.5007425408397,"Gallagher_field_workPHD"
"941","Embelia australiana",13.2345156167284,"Gallagher_field_workPHD"
"942","Embelia australiana",12.187690432663,"Gallagher_field_workPHD"
"943","Embelia australiana",12.1773015099854,"Gallagher_field_workPHD"
"944","Embelia australiana",12.775,"Gallagher_field_workPHD"
"953","Endiandra discolor",7.6057195010648,"AUSTRAITS_dataset_39"
"956","Endiandra discolor",11.0497237569061,"Gallagher_field_workPHD"
"957","Endiandra discolor",10.5241001894338,"Gallagher_field_workPHD"
"986","Endiandra discolor",11.85088646,"C. James SEQLD field data"
"976","Endiandra sieberi",9.2695587690026,"Gallagher_field_workPHD"
"1002","Eupomatia laurina",13.33,"AUSTRAITS_dataset_10"
"1005","Eupomatia laurina",15.655,"AUSTRAITS_dataset_8"
"1010","Eupomatia laurina",15.393,"AUSTRAITS_dataset_28"
"1012","Eupomatia laurina",10.294,"AUSTRAITS_dataset_8"
"1014","Eupomatia laurina",15.724,"AUSTRAITS_dataset_28"
"1015","Eupomatia laurina",14.433,"AUSTRAITS_dataset_8"
"1018","Eupomatia laurina",14.9,"AUSTRAITS_dataset_28"
"1021","Eupomatia laurina",12.694,"AUSTRAITS_dataset_8"
"1023","Eupomatia laurina",14.3988480921526,"AUSTRAITS_dataset_39"
"1024","Eupomatia laurina",19.739439399921,"Gallagher_field_workPHD"
"1025","Eupomatia laurina",17.0648464163823,"Gallagher_field_workPHD"
"1026","Eupomatia laurina",15.6666144446185,"Gallagher_field_workPHD"
"1027","Eupomatia laurina",15.389350569406,"Gallagher_field_workPHD"
"1028","Eupomatia laurina",14.1643059490085,"Gallagher_field_workPHD"
"1029","Eupomatia laurina",5.64525234277972,"Gallagher_field_workPHD"
"1030","Eupomatia laurina",16.958,"AUSTRAITS_dataset_32"
"1031","Eupomatia laurina",17.591,"AUSTRAITS_dataset_52"
"1050","Euroschinus falcatus",12.9954515919428,"AUSTRAITS_dataset_39"
"1051","Euroschinus falcatus",16.6306336271412,"Gallagher_field_workPHD"
"1052","Euroschinus falcatus",13.7532664007702,"Gallagher_field_workPHD"
"1053","Euroschinus falcatus",12.8832775057975,"Gallagher_field_workPHD"
"1054","Euroschinus falcatus",12.093360744951,"Gallagher_field_workPHD"
"1063","Ficus coronata",15.422,"AUSTRAITS_dataset_8"
"1065","Ficus coronata",15.496,"AUSTRAITS_dataset_28"
"1067","Ficus coronata",15.645,"AUSTRAITS_dataset_8"
"1069","Ficus coronata",16.555,"AUSTRAITS_dataset_28"
"1070","Ficus coronata",15.528,"AUSTRAITS_dataset_28"
"1071","Ficus coronata",22.6039783001808,"Gallagher_field_workPHD"
"1072","Ficus coronata",13.3364,"AUSTRAITS_dataset_32"
"1077","Ficus coronata",18.35258043,"Kyle_Hunter Plant Traits"
"1081","Ficus coronata",19.1175011,"C. James SEQLD field data"
"1082","Ficus coronata",16.82307866,"C. James SEQLD field data"
"1083","Ficus coronata",15.64193578,"C. James SEQLD field data"
"1087","Ficus fraseri",22.428,"AUSTRAITS_dataset_28"
"1088","Ficus fraseri",9.902,"AUSTRAITS_dataset_28"
"1090","Ficus fraseri",14.414,"AUSTRAITS_dataset_28"
"1092","Ficus fraseri",10.891,"AUSTRAITS_dataset_28"
"1093","Ficus fraseri",18.3823529411765,"Gallagher_field_workPHD"
"1102","Ficus obliqua",13.2100396301189,"Gallagher_field_workPHD"
"1112","Ficus opposita",8.27403607479729,"AUSTRAITS_dataset_39"
"1149","Flagellaria indica",18.496,"AUSTRAITS_dataset_52"
"1151","Flagellaria indica",14.522,"AUSTRAITS_dataset_52"
"1177","Flagellaria indica",26.5604249667995,"Gallagher_field_workPHD"
"1178","Flagellaria indica",22.4265530387979,"Gallagher_field_workPHD"
"1179","Flagellaria indica",21.7013888888889,"Gallagher_field_workPHD"
"1180","Flagellaria indica",18.2848784055586,"Gallagher_field_workPHD"
"1181","Flagellaria indica",12.2669283611384,"Gallagher_field_workPHD"
"1182","Flagellaria indica",16.509,"Gallagher_field_workPHD"
"1200","Flindersia schottiana",9.53288846520496,"AUSTRAITS_dataset_32"
"1215","Geitonoplesium cymosum",53.112,"AUSTRAITS_dataset_8"
"1218","Geitonoplesium cymosum",40.14,"AUSTRAITS_dataset_10"
"1236","Geitonoplesium cymosum",25.831,"AUSTRAITS_dataset_8"
"1242","Geitonoplesium cymosum",39.2003136025088,"Gallagher_field_workPHD"
"1243","Geitonoplesium cymosum",37.0096225018505,"Gallagher_field_workPHD"
"1244","Geitonoplesium cymosum",35.0262697022767,"Gallagher_field_workPHD"
"1245","Geitonoplesium cymosum",34.2114266164899,"Gallagher_field_workPHD"
"1246","Geitonoplesium cymosum",30.9405940594059,"Gallagher_field_workPHD"
"1247","Geitonoplesium cymosum",30.543677458766,"Gallagher_field_workPHD"
"1248","Geitonoplesium cymosum",24.443901246639,"Gallagher_field_workPHD"
"1249","Geitonoplesium cymosum",21.8102508178844,"Gallagher_field_workPHD"
"1250","Geitonoplesium cymosum",39.471,"Gallagher_field_workPHD"
"1257","Geitonoplesium cymosum",15.97826443,"J. Lawson"
"1261","Glochidion ferdinandi",11.87,"AUSTRAITS_dataset_10"
"1263","Glochidion ferdinandi",11.869,"AUSTRAITS_dataset_52"
"1269","Glochidion ferdinandi",17.0328734457503,"Gallagher_field_workPHD"
"1270","Glochidion ferdinandi",15.3798831128883,"Gallagher_field_workPHD"
"1271","Glochidion ferdinandi",10.2564102564103,"Gallagher_field_workPHD"
"1273","Glochidion ferdinandi",14.894,"AUSTRAITS_dataset_32"
"1274","Glochidion ferdinandi",11.923,"AUSTRAITS_dataset_52"
"1290","Glochidion ferdinandi",12.84275212,"J. Lawson"
"1294","Glochidion ferdinandi",26.35716385,"C. James SEQLD field data"
"1297","Grevillea robusta",9.779,"AUSTRAITS_dataset_32"
"1312","Grevillea robusta",5.02,"C.K. Ong, C.R. Black, J.S. Wallace,  A.A.H. Khan,  J.E. Lott, N.A. Jackson, S.B. Howard, D.M. Smith. 2000. Productivity, microclimate and water use in Grevillea robusta-based agroforescan't find systems on hillslopes in semi-arid Kenya. Agriculture, Ecosystems & Environment  80,  121–141"
"1316","Grevillea robusta",11.48579689,"C. James SEQLD field data"
"1317","Grevillea robusta",10.54066454,"C. James SEQLD field data"
"1318","Grevillea robusta",14.47907036,"C. James SEQLD field data"
"1319","Grevillea robusta",12.32354931,"C. James SEQLD field data"
"1321","Guioa semiglauca",10.72,"AUSTRAITS_dataset_10"
"1333","Guioa semiglauca",15.8478605388273,"Gallagher_field_workPHD"
"1334","Guioa semiglauca",14.0272127928181,"Gallagher_field_workPHD"
"1335","Guioa semiglauca",10.6394297265667,"Gallagher_field_workPHD"
"1336","Guioa semiglauca",9.61353585848875,"Gallagher_field_workPHD"
"1337","Guioa semiglauca",9.20979922637687,"Gallagher_field_workPHD"
"1338","Guioa semiglauca",8.71915598570058,"Gallagher_field_workPHD"
"1339","Guioa semiglauca",14.417,"AUSTRAITS_dataset_32"
"1345","Guioa semiglauca",13.21338531,"J. Lawson"
"1349","Guioa semiglauca",15.68643903,"C. James SEQLD field data"
"1350","Guioa semiglauca",10.6271624,"C. James SEQLD field data"
"1351","Guioa semiglauca",15.85108397,"C. James SEQLD field data"
"1356","Helicia glabriflora",8.4005376344086,"Gallagher_field_workPHD"
"1367","Hippocratea barbata",38.669,"AUSTRAITS_dataset_8"
"1375","Hippocratea barbata",14.5369966564908,"Gallagher_field_workPHD"
"1398","Hymenosporum flavum",14.71574702,"C. James SEQLD field data"
"1417","Jagera pseudorhus",23.906287353574,"Gallagher_field_workPHD"
"1418","Jagera pseudorhus",20.6910821435961,"Gallagher_field_workPHD"
"1427","Lantana camara",20.82,"AUSTRAITS_dataset_10"
"1430","Lantana camara",19.02,"AUSTRAITS_dataset_8"
"1433","Lantana camara",22.617,"AUSTRAITS_dataset_8"
"1438","Lantana camara",32.37951379,"C. James SEQLD field data"
"1448","Legnephora moorei",27.1517784414879,"Gallagher_field_workPHD"
"1467","Ligustrum lucidum",12.006,"AUSTRAITS_dataset_8"
"1469","Ligustrum lucidum",12.01,"AUSTRAITS_dataset_10"
"1471","Ligustrum lucidum",11.927,"AUSTRAITS_dataset_52"
"1477","Ligustrum lucidum",13.67867229,"Leishman, M.R., Thomson, V.P., and Cooke, J. (2010) Native and exotic invasive plants have fundamentally similar carbon capture strategies. Journal of Ecology 98, 28-42."
"1481","Ligustrum lucidum",16.43672259,"C. James SEQLD field data"
"1482","Ligustrum sinense",8.96,"AUSTRAITS_dataset_10"
"1489","Ligustrum sinense",10.46479477,"J. Lawson"
"1496","Lomandra longifolia",1.656,"AUSTRAITS_dataset_8"
"1497","Lomandra longifolia",3.377,"AUSTRAITS_dataset_8"
"1500","Lomandra longifolia",2.477,"AUSTRAITS_dataset_8"
"1501","Lomandra longifolia",6.431,"AUSTRAITS_dataset_8"
"1503","Lomandra longifolia",1.824,"AUSTRAITS_dataset_8"
"1505","Lomandra longifolia",5.56,"AUSTRAITS_dataset_10"
"1509","Lomandra longifolia",7.007,"AUSTRAITS_dataset_8"
"1511","Lomandra longifolia",4.1991,"AUSTRAITS_dataset_32"
"1512","Lomandra longifolia",5.3576,"AUSTRAITS_dataset_32"
"1522","Lomandra longifolia",12.89337361,"J. Lawson"
"2747","Lomandra sp",1.656,"AUSTRAITS_dataset_8"
"2748","Lomandra sp",3.377,"AUSTRAITS_dataset_8"
"2751","Lomandra sp",2.477,"AUSTRAITS_dataset_8"
"2752","Lomandra sp",6.431,"AUSTRAITS_dataset_8"
"2754","Lomandra sp",1.824,"AUSTRAITS_dataset_8"
"2756","Lomandra sp",5.56,"AUSTRAITS_dataset_10"
"2760","Lomandra sp",7.007,"AUSTRAITS_dataset_8"
"2762","Lomandra sp",4.1991,"AUSTRAITS_dataset_32"
"2763","Lomandra sp",5.3576,"AUSTRAITS_dataset_32"
"2773","Lomandra sp",12.89337361,"J. Lawson"
"1539","Lophostemon suaveolens",7.30460189919649,"AUSTRAITS_dataset_61"
"1541","Lophostemon suaveolens",5.82784544553878,"AUSTRAITS_dataset_39"
"1543","Lophostemon suaveolens",16.1812297734628,"AUSTRAITS_dataset_43"
"1546","Lophostemon suaveolens",10.493,"AUSTRAITS_dataset_52"
"1555","Lophostemon suaveolens",7.299270073,"from raw data in  Prentice CI, Dong N, Gleason SM, Maire W, Wright IJ. 2013. Balancing the costs of carbon gain and water transport: testing a new theoretical framework for plant functional ecology. Ecology Letters, published online
"
"1563","Macadamia tetraphylla",6.254,"AUSTRAITS_dataset_52"
"2737","Macfadyena unguiscati",16.109,"http://onlinelibrary.wiley.com.simsrad.net.ocs.mq.edu.au/doi/10.1111/j.1442-9993.2009.02071.x/full"
"1583","Maclura cochinchinensis",21.2811236433284,"Gallagher_field_workPHD"
"1584","Maclura cochinchinensis",21.0482003788676,"Gallagher_field_workPHD"
"1585","Maclura cochinchinensis",20.3210729526519,"Gallagher_field_workPHD"
"1586","Maclura cochinchinensis",20.0642054574639,"Gallagher_field_workPHD"
"1587","Maclura cochinchinensis",16.5453342157512,"Gallagher_field_workPHD"
"1588","Maclura cochinchinensis",15.4750851129681,"Gallagher_field_workPHD"
"1589","Maclura cochinchinensis",14.2207053469852,"Gallagher_field_workPHD"
"1597","Mallotus claoxyloides",17.06017648,"C. James SEQLD field data"
"1612","Mallotus philippensis",20.69770677,"C. James SEQLD field data"
"1613","Mallotus philippensis",21.71457969,"C. James SEQLD field data"
"1614","Mallotus philippensis",14.76386812,"C. James SEQLD field data"
"1615","Mallotus philippensis",19.34301946,"C. James SEQLD field data"
"1621","Marsdenia rostrata",30.796,"AUSTRAITS_dataset_8"
"1630","Marsdenia rostrata",34.6860908775581,"Gallagher_field_workPHD"
"1631","Marsdenia rostrata",25.5427841634738,"Gallagher_field_workPHD"
"1632","Marsdenia rostrata",24.1196333815726,"Gallagher_field_workPHD"
"1633","Marsdenia rostrata",22.5275963054742,"Gallagher_field_workPHD"
"1634","Marsdenia rostrata",17.1909919202338,"Gallagher_field_workPHD"
"1635","Marsdenia rostrata",11.0345,"AUSTRAITS_dataset_32"
"1660","Melaleuca quinquenervia",7.962321972,"J. Lawson"
"1741","Mischocarpus pyriformis",9.18948722661275,"Gallagher_field_workPHD"
"1742","Mischocarpus pyriformis",8.91742464776173,"Gallagher_field_workPHD"
"1743","Mischocarpus pyriformis",8.61178091629349,"Gallagher_field_workPHD"
"1744","Mischocarpus pyriformis",8.42530963012891,"Gallagher_field_workPHD"
"1748","Morinda jasminoides",26.12,"AUSTRAITS_dataset_10"
"1750","Morinda jasminoides",31.278,"AUSTRAITS_dataset_8"
"1772","Morinda jasminoides",15.6,"AUSTRAITS_dataset_8"
"1775","Morinda jasminoides",31.851,"AUSTRAITS_dataset_8"
"1777","Morinda jasminoides",23.353,"AUSTRAITS_dataset_8"
"1780","Morinda jasminoides",23.637,"AUSTRAITS_dataset_52"
"1788","Morinda jasminoides",32.258064516129,"Gallagher_field_workPHD"
"1789","Morinda jasminoides",31.5258511979823,"Gallagher_field_workPHD"
"1790","Morinda jasminoides",27.4951883420401,"Gallagher_field_workPHD"
"1791","Morinda jasminoides",26.8456375838926,"Gallagher_field_workPHD"
"1792","Morinda jasminoides",26.5533722782793,"Gallagher_field_workPHD"
"1793","Morinda jasminoides",22.8675966155957,"Gallagher_field_workPHD"
"1794","Morinda jasminoides",21.982853374368,"Gallagher_field_workPHD"
"1795","Morinda jasminoides",15.7084511467169,"Gallagher_field_workPHD"
"1796","Morinda jasminoides",25.144,"Gallagher_field_workPHD"
"1805","Morinda jasminoides",34.47539929,"J. Lawson"
"1816","Myrsine variabilis",17.9565451607111,"Gallagher_field_workPHD"
"1817","Myrsine variabilis",12.4626121635095,"Gallagher_field_workPHD"
"1818","Myrsine variabilis",9.26612305411416,"Gallagher_field_workPHD"
"1819","Myrsine variabilis",8.76731544800982,"Gallagher_field_workPHD"
"1823","Myrsine variabilis",10.0098011,"J. Lawson"
"1828","Neolitsea dealbata",12.157,"AUSTRAITS_dataset_8"
"1830","Neolitsea dealbata",13.578,"AUSTRAITS_dataset_8"
"1840","Neolitsea dealbata",12.587,"AUSTRAITS_dataset_28"
"1841","Neolitsea dealbata",9.78473581213307,"AUSTRAITS_dataset_39"
"1842","Neolitsea dealbata",10.703,"AUSTRAITS_dataset_28"
"1843","Neolitsea dealbata",11.106,"AUSTRAITS_dataset_28"
"1844","Neolitsea dealbata",11.05216622458,"Gallagher_field_workPHD"
"1845","Neolitsea dealbata",16.9,"AUSTRAITS_dataset_23"
"1851","Neolitsea dealbata",13.7042141,"Lake, J. & Leishman, M.R. (2004) Invasion success of exotic plants in natural ecosystems: the role of disturbance, plant attributes and freedom from herbivores. Biological Conservation 117, 215-226."
"1855","Neolitsea dealbata",11.91295122,"C. James SEQLD field data"
"1856","Neolitsea dealbata",13.20101146,"C. James SEQLD field data"
"1857","Neolitsea dealbata",16.30732369,"C. James SEQLD field data"
"1862","Notelaea longifolia",5.8369,"AUSTRAITS_dataset_12"
"1869","Notelaea longifolia",5.5764,"AUSTRAITS_dataset_12"
"1871","Notelaea longifolia",23.6630383341221,"Gallagher_field_workPHD"
"1872","Notelaea longifolia",10.9301563012351,"Gallagher_field_workPHD"
"1873","Notelaea longifolia",10.1936799184506,"Gallagher_field_workPHD"
"1874","Notelaea longifolia",10.0371374084111,"Gallagher_field_workPHD"
"1875","Notelaea longifolia",8.2815734989648,"Gallagher_field_workPHD"
"1876","Notelaea longifolia",7.27696114102751,"Gallagher_field_workPHD"
"1877","Notelaea longifolia",6.19195046439628,"Gallagher_field_workPHD"
"1883","Notelaea longifolia",8.496776279,"J. Lawson"
"1888","Notelaea microcarpa",5.057,"AUSTRAITS_dataset_8"
